#Chart Recorder Data File Tue, Nov 14, 2017 12:19 PM
#CH1 (V)  	CH2 (V)  
-0.085961389	5.969995185
-0.086918914	5.969679252
-0.086918914	5.970311118
-0.086918914	5.968731453
-0.086918914	5.969047386
-0.086599739	5.969363319
-0.086918914	5.968731453
-0.086599739	5.968731453
-0.086280564	5.969047386
-0.086280564	5.968731453
-0.085961389	5.968731453
-0.087238089	5.968731453
-0.086280564	5.968415520
-0.085961389	5.968415520
-0.086280564	5.967783654
-0.086599739	5.968099587
-0.086280564	5.968099587
-0.085642214	5.968099587
-0.085323039	5.968415520
-0.085323039	5.968731453
-0.085642214	5.969047386
-0.085961389	5.967783654
-0.085961389	5.969047386
-0.085961389	5.967151788
-0.085323039	5.967783654
-0.085642214	5.967467721
-0.085642214	5.966835855
-0.085961389	5.968099587
-0.086280564	5.967467721
-0.086280564	5.967467721
-0.086280564	5.967783654
-0.085961389	5.967783654
-0.085003864	5.966835855
-0.085003864	5.966203989
-0.085323039	5.966835855
-0.085323039	5.966519922
-0.084684689	5.966519922
-0.085003864	5.967467721
-0.085323039	5.966519922
-0.084684689	5.967467721
-0.085003864	5.967783654
-0.085003864	5.966519922
-0.085642214	5.967467721
-0.085642214	5.966835855
-0.085323039	5.966835855
-0.085323039	5.966835855
-0.085323039	5.966835855
-0.085961389	5.966835855
-0.085642214	5.967151788
-0.085323039	5.967151788
-0.086280564	5.967151788
-0.085961389	5.967151788
-0.085323039	5.967467721
-0.085323039	5.965888056
-0.085003864	5.965888056
-0.085323039	5.965256190
-0.085323039	5.965572123
-0.085003864	5.965888056
-0.085003864	5.965256190
-0.085323039	5.965888056
-0.084365514	5.965572123
-0.085003864	5.965256190
-0.085003864	5.965256190
-0.085323039	5.965256190
-0.085323039	5.964624324
-0.085003864	5.964940257
-0.085323039	5.965256190
-0.085642214	5.964940257
-0.085003864	5.965888056
-0.085003864	5.965256190
-0.085323039	5.965572123
-0.085003864	5.965888056
-0.085003864	5.965256190
-0.085642214	5.965256190
-0.085642214	5.965888056
-0.085323039	5.964940257
-0.085003864	5.964940257
-0.085323039	5.965256190
-0.085323039	5.964940257
-0.085642214	5.965256190
-0.085003864	5.965256190
-0.085323039	5.965256190
-0.084365514	5.964308391
-0.084365514	5.964624324
-0.084684689	5.965256190
-0.084365514	5.964624324
-0.084684689	5.965256190
-0.085003864	5.964624324
-0.084365514	5.965256190
-0.084684689	5.964624324
-0.085003864	5.964624324
-0.084684689	5.963992458
-0.084365514	5.963992458
-0.083727164	5.965888056
-0.083407989	5.965256190
-0.082769639	5.964624324
-0.083727164	5.965256190
-0.083727164	5.964308391
-0.083727164	5.964940257
-0.083727164	5.964940257
-0.083407989	5.964308391
-0.083727164	5.964624324
-0.083727164	5.964940257
-0.083407989	5.963360592
-0.083727164	5.963044659
-0.083727164	5.963676525
-0.083407989	5.962728726
-0.083407989	5.963044659
-0.083727164	5.962728726
-0.084365514	5.963676525
-0.083727164	5.963676525
-0.084046339	5.963676525
-0.083407989	5.962728726
-0.083727164	5.963044659
-0.083407989	5.963360592
-0.083727164	5.963676525
-0.084365514	5.963676525
-0.083727164	5.963676525
-0.083727164	5.963044659
-0.084046339	5.964308391
-0.083727164	5.963992458
-0.083407989	5.963360592
-0.083407989	5.963044659
-0.083407989	5.961780927
-0.083727164	5.962096860
-0.083727164	5.962728726
-0.083727164	5.962728726
-0.083407989	5.962728726
-0.083407989	5.962728726
-0.083727164	5.962728726
-0.083407989	5.963360592
-0.082769639	5.962728726
-0.082769639	5.960833128
-0.083088814	5.960517195
-0.083407989	5.960517195
-0.082131289	5.960833128
-0.082769639	5.961464994
-0.083088814	5.960517195
-0.082450464	5.961464994
-0.082769639	5.960517195
-0.083407989	5.960833128
-0.083407989	5.961149061
-0.082769639	5.959885329
-0.082450464	5.960201262
-0.082450464	5.960517195
-0.082131289	5.959885329
-0.082769639	5.960833128
-0.082450464	5.960833128
-0.082450464	5.960833128
-0.082131289	5.960517195
-0.082450464	5.960517195
-0.082450464	5.960201262
-0.083088814	5.960833128
-0.082450464	5.960201262
-0.081492939	5.959569396
-0.082450464	5.958937530
-0.082131289	5.960201262
-0.082131289	5.960517195
-0.082131289	5.959569396
-0.082450464	5.960201262
-0.081492939	5.960201262
-0.081812114	5.960517195
-0.082131289	5.960201262
-0.082131289	5.960517195
-0.081173764	5.961464994
-0.082131289	5.960833128
-0.082450464	5.960833128
-0.082131289	5.960833128
-0.081812114	5.959885329
-0.082450464	5.960833128
-0.081812114	5.960833128
-0.082131289	5.961149061
-0.082450464	5.960201262
-0.082131289	5.960833128
-0.081812114	5.960833128
-0.081812114	5.960833128
-0.081812114	5.959253463
-0.081173764	5.960201262
-0.081173764	5.960201262
-0.081492939	5.960201262
-0.081812114	5.961149061
-0.081812114	5.959885329
-0.081173764	5.959569396
-0.082131289	5.959569396
-0.081492939	5.959885329
-0.081812114	5.960517195
-0.082450464	5.958621597
-0.081492939	5.959885329
-0.082131289	5.959885329
-0.081812114	5.959885329
-0.082450464	5.960201262
-0.081492939	5.959253463
-0.082769639	5.959885329
-0.081173764	5.960517195
-0.081492939	5.960201262
-0.082131289	5.960201262
-0.081173764	5.960201262
-0.081492939	5.960201262
-0.081492939	5.961149061
-0.081492939	5.960833128
-0.081492939	5.960517195
-0.081812114	5.960517195
-0.081492939	5.959885329
-0.081492939	5.960833128
-0.081812114	5.960201262
-0.080854589	5.960517195
-0.081173764	5.959569396
-0.081173764	5.960201262
-0.080854589	5.960833128
-0.081173764	5.959885329
-0.080535414	5.960517195
-0.080535414	5.959569396
-0.081173764	5.960517195
-0.081173764	5.958937530
-0.081173764	5.959885329
-0.080854589	5.959569396
-0.081173764	5.959569396
-0.081492939	5.960201262
-0.080854589	5.958305664
-0.081173764	5.959569396
-0.081492939	5.958621597
-0.081173764	5.958937530
-0.081492939	5.958621597
-0.081173764	5.958937530
-0.081173764	5.959885329
-0.081173764	5.959569396
-0.081492939	5.960517195
-0.081173764	5.960201262
-0.080854589	5.960517195
-0.080216239	5.961149061
-0.081173764	5.958937530
-0.081173764	5.959569396
-0.080854589	5.960201262
-0.080854589	5.959569396
-0.080535414	5.959569396
-0.080854589	5.960201262
-0.081173764	5.960201262
-0.080535414	5.959885329
-0.081173764	5.959569396
-0.080854589	5.959885329
-0.080854589	5.959569396
-0.080535414	5.959885329
-0.080535414	5.959885329
-0.080854589	5.959569396
-0.079897064	5.957673798
-0.080216239	5.959569396
-0.080216239	5.958305664
-0.079897064	5.959885329
-0.080216239	5.958937530
-0.080854589	5.957673798
-0.079897064	5.958937530
-0.080535414	5.957357865
-0.079897064	5.959253463
-0.079258714	5.957673798
-0.079897064	5.956725999
-0.079577889	5.957673798
-0.079897064	5.957041932
-0.079577889	5.957041932
-0.079897064	5.957673798
-0.079897064	5.956725999
-0.079897064	5.956725999
-0.079897064	5.956410066
-0.079577889	5.957673798
-0.079897064	5.956725999
-0.079897064	5.956094133
-0.079897064	5.955778200
-0.079897064	5.955778200
-0.079897064	5.956410066
-0.079258714	5.956094133
-0.080216239	5.956410066
-0.080216239	5.956410066
-0.079897064	5.956094133
-0.080216239	5.956094133
-0.079577889	5.956094133
-0.078939539	5.955778200
-0.080535414	5.956094133
-0.079577889	5.955146334
-0.079258714	5.955778200
-0.079577889	5.954830401
-0.078939539	5.955778200
-0.079258714	5.955778200
-0.079577889	5.953250736
-0.079577889	5.955462267
-0.078620364	5.956410066
-0.078301189	5.956410066
-0.078301189	5.956410066
-0.078620364	5.955146334
-0.078620364	5.955778200
-0.077982014	5.956094133
-0.078620364	5.955778200
-0.078620364	5.956410066
-0.078620364	5.956094133
-0.078939539	5.955778200
-0.078620364	5.955146334
-0.078301189	5.954198535
-0.078620364	5.955778200
-0.078939539	5.954830401
-0.079577889	5.955778200
-0.078620364	5.955146334
-0.079258714	5.956094133
-0.078301189	5.955778200
-0.079258714	5.955146334
-0.078939539	5.955462267
-0.077982014	5.954514468
-0.077982014	5.955462267
-0.078620364	5.955462267
-0.077982014	5.956094133
-0.078301189	5.954830401
-0.077982014	5.953882602
-0.078301189	5.955146334
-0.077982014	5.955778200
-0.077982014	5.955462267
-0.078301189	5.956094133
-0.079258714	5.955778200
-0.078620364	5.955146334
-0.078939539	5.955462267
-0.078620364	5.954198535
-0.079258714	5.955778200
-0.078620364	5.954830401
-0.078939539	5.954830401
-0.079258714	5.954830401
-0.078939539	5.954830401
-0.077343664	5.953566669
-0.078301189	5.953566669
-0.077343664	5.954830401
-0.077662839	5.953882602
-0.078301189	5.954514468
-0.077982014	5.954198535
-0.077662839	5.955146334
-0.077982014	5.953566669
-0.077982014	5.955146334
-0.077982014	5.954198535
-0.077662839	5.953882602
-0.077662839	5.955462267
-0.078301189	5.955462267
-0.078301189	5.954830401
-0.077982014	5.954830401
-0.078301189	5.955778200
-0.077982014	5.954830401
-0.077982014	5.955146334
-0.077982014	5.954198535
-0.077662839	5.954198535
-0.078301189	5.953882602
-0.077662839	5.954514468
-0.076705314	5.955146334
-0.077662839	5.954830401
-0.077982014	5.954514468
-0.077343664	5.954198535
-0.077343664	5.955462267
-0.077024489	5.954830401
-0.077343664	5.954514468
-0.077343664	5.953882602
-0.077024489	5.954514468
-0.077982014	5.953882602
-0.078301189	5.952618870
-0.077343664	5.953882602
-0.078301189	5.953250736
-0.077662839	5.953882602
-0.078301189	5.953566669
-0.077662839	5.953250736
-0.078301189	5.953882602
-0.078301189	5.953566669
-0.077982014	5.953882602
-0.077982014	5.951671071
-0.077982014	5.952618870
-0.077662839	5.951355138
-0.078301189	5.952618870
-0.077662839	5.952302937
-0.077662839	5.952302937
-0.077982014	5.952302937
-0.077982014	5.952302937
-0.078301189	5.952302937
-0.077024489	5.952302937
-0.076705314	5.952302937
-0.077024489	5.952618870
-0.077024489	5.951355138
-0.077024489	5.951671071
-0.076386139	5.951355138
-0.076705314	5.951987004
-0.077024489	5.951355138
-0.076386139	5.951039205
-0.076386139	5.951671071
-0.077024489	5.951355138
-0.076705314	5.952618870
-0.076386139	5.952302937
-0.076066964	5.951987004
-0.076066964	5.952302937
-0.076066964	5.952618870
-0.076066964	5.951987004
-0.077024489	5.951987004
-0.076386139	5.951671071
-0.076705314	5.952302937
-0.076705314	5.951987004
-0.076386139	5.951355138
-0.075747789	5.951671071
-0.076066964	5.951039205
-0.076066964	5.951039205
-0.076705314	5.951039205
-0.077024489	5.951039205
-0.076066964	5.951039205
-0.075428614	5.951355138
-0.076066964	5.950723272
-0.076386139	5.951355138
-0.076066964	5.950091406
-0.075747789	5.952302937
-0.075109439	5.951355138
-0.076066964	5.951355138
-0.075428614	5.950723272
-0.076066964	5.951355138
-0.075428614	5.951039205
-0.075747789	5.950723272
-0.075428614	5.950723272
-0.075747789	5.950407339
-0.075428614	5.951355138
-0.075747789	5.951987004
-0.075428614	5.951039205
-0.075747789	5.951671071
-0.074790264	5.951355138
-0.075109439	5.951039205
-0.076066964	5.951039205
-0.075747789	5.950407339
-0.075109439	5.951039205
-0.075747789	5.949459540
-0.075747789	5.949775473
-0.075109439	5.950407339
-0.076066964	5.950407339
-0.076066964	5.950091406
-0.075428614	5.949459540
-0.076066964	5.949775473
-0.076066964	5.949775473
-0.076386139	5.950091406
-0.076386139	5.949775473
-0.076066964	5.948827674
-0.076386139	5.950091406
-0.076386139	5.950091406
-0.076066964	5.950723272
-0.075428614	5.950723272
-0.075428614	5.950407339
-0.075428614	5.950091406
-0.075747789	5.949775473
-0.076066964	5.950091406
-0.075747789	5.950091406
-0.076066964	5.950091406
-0.074471089	5.950091406
-0.074471089	5.950091406
-0.074471089	5.949775473
-0.074790264	5.950091406
-0.074151914	5.949775473
-0.074790264	5.950091406
-0.075109439	5.949775473
-0.074790264	5.950091406
-0.074471089	5.950407339
-0.074790264	5.949143607
-0.074471089	5.948827674
-0.074790264	5.948827674
-0.074790264	5.948511741
-0.074471089	5.948827674
-0.074790264	5.948511741
-0.075109439	5.948511741
-0.075428614	5.949459540
-0.074471089	5.948827674
-0.074471089	5.948511741
-0.074790264	5.948511741
-0.074471089	5.947563942
-0.074471089	5.947248009
-0.074151914	5.947563942
-0.074471089	5.946932076
-0.074471089	5.947248009
-0.074151914	5.947563942
-0.074471089	5.946932076
-0.074471089	5.946932076
-0.074471089	5.946300210
-0.074471089	5.947248009
-0.074151914	5.947563942
-0.074471089	5.947248009
-0.074151914	5.947248009
-0.074790264	5.947248009
-0.075428614	5.947563942
-0.075109439	5.947248009
-0.074790264	5.946932076
-0.074471089	5.946932076
-0.074790264	5.947563942
-0.074790264	5.947248009
-0.073194389	5.948511741
-0.072556039	5.947879875
-0.073513564	5.947563942
-0.073194389	5.948195808
-0.073513564	5.947879875
-0.073194389	5.948195808
-0.073513564	5.947248009
-0.073194389	5.947563942
-0.073513564	5.947563942
-0.073832739	5.948195808
-0.074471089	5.947248009
-0.073832739	5.946616143
-0.074471089	5.946932076
-0.073832739	5.947879875
-0.073513564	5.947248009
-0.073832739	5.946932076
-0.073513564	5.946932076
-0.073513564	5.947248009
-0.073513564	5.947248009
-0.074471089	5.947248009
-0.073832739	5.946932076
-0.073513564	5.946616143
-0.073513564	5.946300210
-0.073513564	5.947248009
-0.073194389	5.946616143
-0.074151914	5.946300210
-0.074151914	5.946616143
-0.073832739	5.946300210
-0.073832739	5.946300210
-0.073832739	5.945984277
